departamento,codigodanemunicipio,tipoarea,ano,mes,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
CAUCA,19212,Rural,2010,4,No,Fuerza publica,Herido,Masculino,3.168611111,-76.18027778,Accidente por MAP,"(3.168611111, -76.18027778)",Fuerza publica
CAUCA,19212,Rural,2010,4,No,Fuerza publica,Herido,Masculino,3.168611111,-76.18027778,Accidente por MAP,"(3.168611111, -76.18027778)",Fuerza publica
ARAUCA,81794,Rural,2010,4,No,Fuerza publica,Muerto,Masculino,6.486666667,-71.38388889,Accidente por MAP,"(6.486666667, -71.38388889)",Fuerza publica
NORTE DE SANTANDER,54003,Rural,2010,4,No,Fuerza publica,Muerto,Masculino,8.248055556,-73.04,Accidente por MAP,"(8.248055556, -73.04)",Fuerza publica
NORTE DE SANTANDER,54003,Rural,2010,4,No,Fuerza publica,Herido,Masculino,8.248055556,-73.04,Accidente por MAP,"(8.248055556, -73.04)",Fuerza publica
NORTE DE SANTANDER,54003,Rural,2010,4,No,Fuerza publica,Herido,Masculino,8.248055556,-73.04,Accidente por MAP,"(8.248055556, -73.04)",Fuerza publica
NORTE DE SANTANDER,54003,Rural,2010,4,No,Fuerza publica,Herido,Masculino,8.248055556,-73.04,Accidente por MAP,"(8.248055556, -73.04)",Fuerza publica
NORTE DE SANTANDER,54003,Rural,2010,4,No,Fuerza publica,Herido,Masculino,8.245833333,-73.0325,Accidente por MAP,"(8.245833333, -73.0325)",Fuerza publica
NORTE DE SANTANDER,54003,Rural,2010,4,No,Fuerza publica,Herido,Masculino,8.245833333,-73.0325,Accidente por MAP,"(8.245833333, -73.0325)",Fuerza publica
NORTE DE SANTANDER,54344,Rural,2010,4,No,Fuerza publica,Herido,Masculino,8.378055556,-73.02805556,Accidente por MAP,"(8.378055556, -73.02805556)",Fuerza publica
ARAUCA,81065,Rural,2010,4,No,Fuerza publica,Muerto,Masculino,6.810555556,-71.08722222,Accidente por MAP,"(6.810555556, -71.08722222)",Fuerza publica
ARAUCA,81065,Rural,2010,4,No,Fuerza publica,Herido,Masculino,6.810555556,-71.08722222,Accidente por MAP,"(6.810555556, -71.08722222)",Fuerza publica
ANTIOQUIA,5847,Rural,2010,4,No,Fuerza publica,Muerto,Masculino,6.546666667,-76.43916667,Accidente por MAP,"(6.546666667, -76.43916667)",Fuerza publica
VALLE DEL CAUCA,76275,Rural,2010,4,No,Fuerza publica,Herido,Masculino,3.266388889,-76.11583333,Accidente por MAP,"(3.266388889, -76.11583333)",Fuerza publica
ANTIOQUIA,5854,Rural,2010,4,No,Fuerza publica,Herido,Masculino,7.328611111,-75.29361111,Accidente por MAP,"(7.328611111, -75.29361111)",Fuerza publica
NARINO,52678,Rural,2009,7,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NORTE DE SANTANDER,54670,Rural,2010,4,No,Fuerza publica,Herido,Masculino,8.457222222,-73.11805556,Accidente por MAP,"(8.457222222, -73.11805556)",Fuerza publica
VALLE DEL CAUCA,76834,Rural,2010,4,No,Fuerza publica,Herido,Masculino,4.027777778,-76.1,Accidente por MAP,"(4.027777778, -76.1)",Fuerza publica
CAQUETA,18756,Rural,2010,4,No,Fuerza publica,Herido,Masculino,1.035833333,-75.12555556,Accidente por MAP,"(1.035833333, -75.12555556)",Fuerza publica
VALLE DEL CAUCA,76275,Rural,2010,4,No,Fuerza publica,Herido,Masculino,3.241388889,-76.10361111,Accidente por MAP,"(3.241388889, -76.10361111)",Fuerza publica
NARINO,52678,Rural,2010,4,No,Fuerza publica,Herido,Masculino,1.473888889,-77.82222222,Accidente por MAP,"(1.473888889, -77.82222222)",Fuerza publica
ANTIOQUIA,5790,Rural,2010,4,No,Fuerza publica,Herido,Masculino,7.416666667,-75.43805556,Accidente por MAP,"(7.416666667, -75.43805556)",Fuerza publica
META,50330,Rural,2010,4,No,Fuerza publica,Herido,Masculino,3.235,-74.07472222,Accidente por MAP,"(3.235, -74.07472222)",Fuerza publica
ANTIOQUIA,5361,Rural,2010,4,No,Fuerza publica,Herido,Masculino,7.281111111,-75.94638889,Accidente por MAP,"(7.281111111, -75.94638889)",Fuerza publica
NARINO,52678,Rural,2010,4,No,Fuerza publica,Herido,Masculino,1.470833333,-77.84333333,Accidente por MAP,"(1.470833333, -77.84333333)",Fuerza publica
NARINO,52678,Rural,2008,3,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Transito por via usual
NARINO,52678,Rural,2010,4,No,Fuerza publica,Herido,Masculino,1.473055556,-77.83666667,Accidente por MAP,"(1.473055556, -77.83666667)",Fuerza publica
META,50711,Rural,2008,11,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Erradicador manual - PCI
META,50711,Rural,2008,11,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Erradicador manual - PCI
META,50711,Rural,2008,11,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Erradicador manual - PCI
ANTIOQUIA,5045,Rural,2010,5,No,Fuerza publica,Muerto,Masculino,7.941666667,-76.51555556,Accidente por MAP,"(7.941666667, -76.51555556)",Fuerza publica
ANTIOQUIA,5045,Rural,2010,5,No,Fuerza publica,Herido,Masculino,7.941666667,-76.51555556,Accidente por MAP,"(7.941666667, -76.51555556)",Fuerza publica
NARINO,52678,Rural,2010,5,No,Fuerza publica,Muerto,Masculino,1.492777778,-77.71722222,Accidente por MAP,"(1.492777778, -77.71722222)",Fuerza publica
NARINO,52678,Rural,2010,5,No,Fuerza publica,Muerto,Masculino,1.492777778,-77.71722222,Accidente por MAP,"(1.492777778, -77.71722222)",Fuerza publica
NARINO,52678,Rural,2010,5,No,Fuerza publica,Herido,Masculino,1.492777778,-77.71722222,Accidente por MAP,"(1.492777778, -77.71722222)",Fuerza publica
VALLE DEL CAUCA,76275,Rural,2010,5,No,Fuerza publica,Herido,Masculino,3.251944444,-76.10861111,Accidente por MAP,"(3.251944444, -76.10861111)",Fuerza publica
CAUCA,19256,Rural,2010,5,No,Fuerza publica,Herido,Masculino,2.463333333,-77.05972222,Accidente por MAP,"(2.463333333, -77.05972222)",Fuerza publica
VICHADA,99773,Rural,2010,5,No,Fuerza publica,Muerto,Masculino,3.799166667,-70.59277778,Accidente por MAP,"(3.799166667, -70.59277778)",Fuerza publica
CAUCA,19142,Rural,2010,5,No,Fuerza publica,Muerto,Masculino,3.096388889,-76.30388889,Accidente por MAP,"(3.096388889, -76.30388889)",Fuerza publica
CAUCA,19142,Rural,2010,5,No,Fuerza publica,Herido,Masculino,3.096388889,-76.30388889,Accidente por MAP,"(3.096388889, -76.30388889)",Fuerza publica
CAUCA,19142,Rural,2010,5,No,Fuerza publica,Herido,Masculino,3.096388889,-76.30388889,Accidente por MAP,"(3.096388889, -76.30388889)",Fuerza publica
CAUCA,19142,Rural,2010,5,No,Fuerza publica,Muerto,Masculino,3.096388889,-76.30388889,Accidente por MAP,"(3.096388889, -76.30388889)",Fuerza publica
CAUCA,19142,Rural,2010,5,No,Fuerza publica,Herido,Masculino,3.096388889,-76.30388889,Accidente por MAP,"(3.096388889, -76.30388889)",Fuerza publica
NORTE DE SANTANDER,54810,Rural,2010,5,No,Fuerza publica,Muerto,Masculino,8.78,-72.73388889,Accidente por MAP,"(8.78, -72.73388889)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2010,4,No,Fuerza publica,Herido,Masculino,8.775,-73.17277778,Accidente por MAP,"(8.775, -73.17277778)",Fuerza publica
PUTUMAYO,86568,Rural,2010,4,No,Fuerza publica,Muerto,Masculino,0.341944444,-76.43916667,Accidente por MAP,"(0.3419444444, -76.43916667)",Fuerza publica
PUTUMAYO,86568,Rural,2010,4,No,Fuerza publica,Muerto,Masculino,0.341944444,-76.43916667,Accidente por MAP,"(0.3419444444, -76.43916667)",Fuerza publica
PUTUMAYO,86568,Rural,2010,4,No,Fuerza publica,Muerto,Masculino,0.341944444,-76.43916667,Accidente por MAP,"(0.3419444444, -76.43916667)",Fuerza publica
PUTUMAYO,86568,Rural,2010,4,No,Fuerza publica,Herido,Masculino,0.341944444,-76.43916667,Accidente por MAP,"(0.3419444444, -76.43916667)",Fuerza publica
META,50711,Rural,2010,5,No,Fuerza publica,Herido,Masculino,3.041111111,-73.88361111,Accidente por MAP,"(3.041111111, -73.88361111)",Fuerza publica
HUILA,41668,Rural,2010,5,No,Fuerza publica,Herido,Masculino,1.825277778,-76.34777778,Accidente por MAP,"(1.825277778, -76.34777778)",Fuerza publica
ANTIOQUIA,5107,Rural,2010,5,No,Fuerza publica,Herido,Masculino,7.098333333,-75.63027778,Accidente por MAP,"(7.098333333, -75.63027778)",Fuerza publica
HUILA,41668,Rural,2010,5,No,Fuerza publica,Herido,Masculino,1.815,-76.35277778,Accidente por MAP,"(1.815, -76.35277778)",Fuerza publica
HUILA,41668,Rural,2010,5,No,Fuerza publica,Herido,Masculino,1.818611111,-76.34611111,Accidente por MAP,"(1.818611111, -76.34611111)",Fuerza publica
ANTIOQUIA,5361,Rural,2010,5,No,Fuerza publica,Herido,Masculino,7.174542454,-75.77025458,Accidente por MAP,"(7.174542454, -75.77025458)",Fuerza publica
ANTIOQUIA,5361,Rural,2010,5,No,Fuerza publica,Herido,Masculino,7.174542454,-75.77025458,Accidente por MAP,"(7.174542454, -75.77025458)",Fuerza publica
META,50711,Rural,2010,6,No,Fuerza publica,Herido,Masculino,3.041111111,-73.88361111,Accidente por MAP,"(3.041111111, -73.88361111)",Fuerza publica
META,50711,Rural,2010,6,No,Fuerza publica,Herido,Masculino,3.041111111,-73.88361111,Accidente por MAP,"(3.041111111, -73.88361111)",Fuerza publica
META,50711,Rural,2010,6,No,Fuerza publica,Herido,Masculino,3.041111111,-73.88361111,Accidente por MAP,"(3.041111111, -73.88361111)",Fuerza publica
CHOCO,27150,Rural,2010,1,No,Fuerza publica,Herido,Masculino,7.285,-76.72277778,Accidente por MAP,"(7.285, -76.72277778)",Fuerza publica
CHOCO,27150,Rural,2010,1,No,Fuerza publica,Herido,Masculino,7.285,-76.72277778,Accidente por MAP,"(7.285, -76.72277778)",Fuerza publica
CHOCO,27150,Rural,2010,1,No,Fuerza publica,Herido,Masculino,7.285,-76.72277778,Accidente por MAP,"(7.285, -76.72277778)",Fuerza publica
CHOCO,27150,Rural,2010,5,No,Fuerza publica,Herido,Masculino,7.216944444,-76.72527778,Accidente por MAP,"(7.216944444, -76.72527778)",Fuerza publica
CHOCO,27150,Rural,2010,5,No,Fuerza publica,Herido,Masculino,7.216944444,-76.72527778,Accidente por MAP,"(7.216944444, -76.72527778)",Fuerza publica
CHOCO,27150,Rural,2010,5,No,Fuerza publica,Herido,Masculino,7.216944444,-76.72527778,Accidente por MAP,"(7.216944444, -76.72527778)",Fuerza publica
CAQUETA,18592,Rural,2010,5,No,Fuerza publica,Muerto,Masculino,2.023888889,-75.17583333,Accidente por MAP,"(2.023888889, -75.17583333)",Fuerza publica
CAQUETA,18592,Rural,2010,5,No,Fuerza publica,Muerto,Masculino,2.023888889,-75.17583333,Accidente por MAP,"(2.023888889, -75.17583333)",Fuerza publica
NARINO,52079,Rural,2010,6,No,Fuerza publica,Herido,Masculino,1.403888889,-78.23444444,Accidente por MAP,"(1.403888889, -78.23444444)",Fuerza publica
NORTE DE SANTANDER,54344,Rural,2009,2,No,Civil,Herido,Masculino,8.321825,-73.145699,Accidente por MAP,"(8.321825, -73.145699)",Jugando
NORTE DE SANTANDER,54344,Rural,2010,6,No,Fuerza publica,Herido,Masculino,8.402777778,-73.05222222,Accidente por MAP,"(8.402777778, -73.05222222)",Fuerza publica
NORTE DE SANTANDER,54344,Rural,2010,6,No,Fuerza publica,Herido,Masculino,8.402777778,-73.05222222,Accidente por MAP,"(8.402777778, -73.05222222)",Fuerza publica
ANTIOQUIA,5854,Rural,2010,6,No,Fuerza publica,Herido,Masculino,7.361666667,-75.4275,Accidente por MAP,"(7.361666667, -75.4275)",Fuerza publica
VALLE DEL CAUCA,76113,Rural,2010,6,No,Fuerza publica,Herido,Masculino,4.206348,-76.162167,Accidente por MAP,"(4.206348, -76.162167)",Fuerza publica
VALLE DEL CAUCA,76113,Rural,2010,6,No,Fuerza publica,Herido,Masculino,4.206348,-76.162167,Accidente por MAP,"(4.206348, -76.162167)",Fuerza publica
VALLE DEL CAUCA,76563,Rural,2010,6,No,Fuerza publica,Herido,Masculino,3.388888889,-76.14611111,Accidente por MAP,"(3.388888889, -76.14611111)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2010,6,No,Fuerza publica,Herido,Masculino,8.738888889,-73.23416667,Accidente por MAP,"(8.738888889, -73.23416667)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2010,6,No,Fuerza publica,Herido,Masculino,8.661666667,-73.20277778,Accidente por MAP,"(8.661666667, -73.20277778)",Fuerza publica
CAQUETA,18592,Rural,2010,6,No,Fuerza publica,Herido,Masculino,2.402222222,-75.19583333,Accidente por MAP,"(2.402222222, -75.19583333)",Fuerza publica
CAQUETA,18592,Rural,2010,6,No,Fuerza publica,Herido,Masculino,2.402222222,-75.19583333,Accidente por MAP,"(2.402222222, -75.19583333)",Fuerza publica
CAQUETA,18592,Rural,2010,6,No,Fuerza publica,Herido,Masculino,2.402222222,-75.19583333,Accidente por MAP,"(2.402222222, -75.19583333)",Fuerza publica
CAQUETA,18592,Rural,2010,6,No,Fuerza publica,Herido,Masculino,2.402222222,-75.19583333,Accidente por MAP,"(2.402222222, -75.19583333)",Fuerza publica
ANTIOQUIA,5107,Rural,2010,3,No,Fuerza publica,Herido,Masculino,7.105555556,-75.62638889,Accidente por MAP,"(7.105555556, -75.62638889)",Fuerza publica
ANTIOQUIA,5107,Rural,2010,3,No,Fuerza publica,Herido,Masculino,7.105555556,-75.62638889,Accidente por MAP,"(7.105555556, -75.62638889)",Fuerza publica
ANTIOQUIA,5361,Rural,2010,4,No,Fuerza publica,Herido,Masculino,7.312222222,-75.9475,Accidente por MAP,"(7.312222222, -75.9475)",Fuerza publica
ARAUCA,81794,Rural,2010,6,No,Fuerza publica,Herido,Masculino,6.468055556,-71.3875,Accidente por MAP,"(6.468055556, -71.3875)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2010,6,No,Fuerza publica,Herido,Masculino,8.669722222,-73.20611111,Accidente por MAP,"(8.669722222, -73.20611111)",Fuerza publica
BOLIVAR,13160,Rural,2010,3,No,Civil,Herido,Masculino,7.379167,-73.918975,Accidente por MAP,"(7.379167, -73.918975)",Transito por trocha atajo
CAQUETA,18410,Rural,2010,4,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Erradicador manual - PCI
ANTIOQUIA,5649,Rural,2005,5,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
NORTE DE SANTANDER,54206,Rural,2010,6,No,Fuerza publica,Muerto,Masculino,8.725833333,-73.24916667,Accidente por MAP,"(8.725833333, -73.24916667)",Fuerza publica
ANTIOQUIA,5854,Rural,2010,3,No,Civil,Herido,Masculino,7.305,-75.45416667,Accidente por MAP,"(7.305, -75.45416667)",Erradicador manual - PCI
NORTE DE SANTANDER,54206,Rural,2010,6,No,Fuerza publica,Muerto,Masculino,8.725833333,-73.24916667,Accidente por MAP,"(8.725833333, -73.24916667)",Fuerza publica
ANTIOQUIA,5854,Rural,2010,3,No,Civil,Herido,Masculino,7.305,-75.45416667,Accidente por MAP,"(7.305, -75.45416667)",Erradicador manual - PCI
ANTIOQUIA,5361,Rural,2008,5,No,Civil,Herido,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)",Sin Información
NARINO,52678,Rural,2009,12,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
CORDOBA,23807,Rural,2010,3,No,Civil,Herido,Masculino,8.181547,-76.052223,Accidente por MAP,"(8.181547, -76.052223)","Recogiendo comida, agua ó  madera"
CAQUETA,18410,Rural,2010,4,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Erradicador manual - PCI
CORDOBA,23807,Rural,2001,3,No,Civil,Herido,Masculino,8.181547,-76.052223,Accidente por MAP,"(8.181547, -76.052223)",Transito por trocha atajo
ANTIOQUIA,5649,Rural,2005,5,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5040,Rural,2010,5,No,Civil,Herido,Masculino,7.073333,-75.147222,Accidente por MAP,"(7.073333, -75.147222)",Sin Información
NARINO,52678,Rural,2009,5,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
ANTIOQUIA,5854,Rural,2010,3,No,Civil,Herido,Masculino,7.305,-75.45416667,Accidente por MAP,"(7.305, -75.45416667)",Erradicador manual - PCI
ANTIOQUIA,5649,Rural,2005,6,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5649,Rural,2005,5,No,Civil,Muerto,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5854,Rural,2010,3,No,Civil,Herido,Masculino,7.305,-75.45416667,Accidente por MAP,"(7.305, -75.45416667)",Erradicador manual - PCI
ANTIOQUIA,5854,Rural,2010,3,No,Civil,Herido,Masculino,7.305,-75.45416667,Accidente por MAP,"(7.305, -75.45416667)",Erradicador manual - PCI
ANTIOQUIA,5649,Rural,2005,5,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5647,Rural,2009,9,No,Civil,Herido,Masculino,6.914578,-75.675339,Accidente por MAP,"(6.914578, -75.675339)",Sin Información
ANTIOQUIA,5660,Rural,2010,3,No,Civil,Herido,Masculino,6.042723,-74.994899,Accidente por MAP,"(6.042723, -74.994899)",Sin Información
NARINO,52678,Rural,2009,12,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Trabajos de casa
ANTIOQUIA,5649,Rural,2005,1,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5790,Rural,2010,5,No,Civil,Herido,Masculino,7.582546,-75.400212,Accidente por MAP,"(7.582546, -75.400212)",Sin Información
CAQUETA,18410,Rural,2010,4,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Erradicador manual - PCI
ANTIOQUIA,5873,Rural,2010,3,No,Civil,Herido,Masculino,6.589293,-76.895057,Accidente por MAP,"(6.589293, -76.895057)",Sin Información
ANTIOQUIA,5490,Rural,2010,1,No,Civil,Herido,Masculino,8.423154,-76.783937,Accidente por MAP,"(8.423154, -76.783937)",Sin Información
SANTANDER,68655,Rural,2009,2,No,Civil,Herido,Masculino,7.33005,-73.47896,Accidente por MAP,"(7.33005, -73.47896)",Transito por via usual
CASANARE,85250,Rural,2010,3,No,Civil,Herido,Masculino,5.881725,-71.891864,Accidente por MAP,"(5.881725, -71.891864)",Jugando
ANTIOQUIA,5649,Rural,2005,1,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5234,Rural,2009,2,No,Civil,Herido,Masculino,7.002761,-76.263894,Accidente por MAP,"(7.002761, -76.263894)",Sin Información
ANTIOQUIA,5649,Rural,2005,5,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5790,Rural,2010,5,No,Civil,Herido,Masculino,7.582546,-75.400212,Accidente por MAP,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5649,Rural,2005,5,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
CORDOBA,23807,Rural,2010,5,Indigena,Civil,Herido,Masculino,7.814881643,-76.26610182,Accidente por MAP,"(7.814881643, -76.26610182)","Caza, pesca"
ANTIOQUIA,5790,Rural,2010,5,No,Civil,Herido,Masculino,7.582546,-75.400212,Accidente por MAP,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5649,Rural,2005,5,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5790,Rural,2010,5,No,Civil,Herido,Masculino,7.582546,-75.400212,Accidente por MAP,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5790,Rural,2010,5,No,Civil,Herido,Masculino,7.582546,-75.400212,Accidente por MAP,"(7.582546, -75.400212)",Sin Información
TOLIMA,73616,Rural,2010,6,No,Fuerza publica,Herido,Masculino,3.2925,-75.83166667,Accidente por MAP,"(3.2925, -75.83166667)",Fuerza publica
TOLIMA,73616,Rural,2010,6,No,Fuerza publica,Herido,Masculino,3.2925,-75.83166667,Accidente por MAP,"(3.2925, -75.83166667)",Fuerza publica
GUAVIARE,95200,Rural,2010,6,No,Fuerza publica,Herido,Masculino,1.37,-71.9375,Accidente por MAP,"(1.37, -71.9375)",Fuerza publica
NARINO,52573,Rural,2010,6,No,Fuerza publica,Herido,Masculino,0.782222222,-77.28416667,Accidente por MAP,"(0.782222222, -77.28416667)",Fuerza publica
HUILA,41001,Rural,2010,6,No,Fuerza publica,Herido,Masculino,2.942415,-75.296437,Accidente por MAP,"(2.942415, -75.296437)",Fuerza publica
CORDOBA,23580,Rural,2010,6,No,Fuerza publica,Herido,Masculino,7.545,-75.77638889,Accidente por MAP,"(7.545, -75.77638889)",Fuerza publica
ANTIOQUIA,5649,Rural,2010,6,No,Fuerza publica,Herido,Masculino,6.140555556,-74.96833333,Accidente por MAP,"(6.140555556, -74.96833333)",Fuerza publica
GUAVIARE,95001,Rural,2010,6,No,Fuerza publica,Herido,Masculino,2.283055556,-73.64138889,Accidente por MAP,"(2.283055556, -73.64138889)",Fuerza publica
NORTE DE SANTANDER,54003,Rural,2010,5,No,Fuerza publica,Muerto,Masculino,8.180277778,-72.96666667,Accidente por MAP,"(8.180277778, -72.96666667)",Fuerza publica
ANTIOQUIA,5361,Rural,2008,5,No,Civil,Herido,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)",Sin Información
ANTIOQUIA,5315,Rural,2010,3,No,Civil,Herido,Masculino,6.812227141,-75.24820922,Accidente por MAP,"(6.812227141, -75.24820922)",Agricultura
CAQUETA,18410,Rural,2010,3,No,Fuerza publica,Muerto,Masculino,1.210277778,-75.10138889,Accidente por MAP,"(1.210277778, -75.10138889)",Fuerza publica
NARINO,52678,Rural,2010,3,No,Fuerza publica,Herido,Masculino,1.525833333,-77.77944444,Accidente por MAP,"(1.525833333, -77.77944444)",Fuerza publica
